proteinId	go_term_id	go_term_type	go_name	go_acc
1799110	9320	cellular_component	membrane	GO:0016020
1799110	8976	molecular_function	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
1799110	4927	biological_process	transport	GO:0006810
1799110	3736	molecular_function	ATP binding	GO:0005524
1799110	4929	biological_process	cation transport	GO:0006812
1799110	10082	molecular_function	ATPase activity	GO:0016887
1799110	9321	cellular_component	integral to membrane	GO:0016021
1799110	10015	molecular_function	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
1799143	4639	biological_process	proteolysis	GO:0006508
1799143	2623	molecular_function	serine carboxypeptidase activity	GO:0004185
1799143	2625	molecular_function	carboxypeptidase D activity	GO:0004187
1799222	6131	molecular_function	palmitoyl-(protein) hydrolase activity	GO:0008474
1799222	4598	biological_process	protein modification process	GO:0006464
1799261	12251	molecular_function	heme binding	GO:0020037
1799261	4283	biological_process	electron transport	GO:0006118
1799261	3721	molecular_function	iron ion binding	GO:0005506
1799261	2888	molecular_function	monooxygenase activity	GO:0004497
1799270	4556	biological_process	translation	GO:0006412
1799270	4025	cellular_component	ribosome	GO:0005840
1799270	3827	cellular_component	intracellular	GO:0005622
1799270	2227	molecular_function	structural constituent of ribosome	GO:0003735
1799270	9241	cellular_component	small ribosomal subunit	GO:0015935
1799270	2216	molecular_function	RNA binding	GO:0003723
1799582	9320	cellular_component	membrane	GO:0016020
1799582	6286	biological_process	phospholipid biosynthetic process	GO:0008654
1799582	2980	molecular_function	phosphatidate cytidylyltransferase activity	GO:0004605
1799650	5939	molecular_function	zinc ion binding	GO:0008270
1799650	2175	molecular_function	nucleic acid binding	GO:0003676
1799788	12251	molecular_function	heme binding	GO:0020037
1799788	4283	biological_process	electron transport	GO:0006118
1799788	3721	molecular_function	iron ion binding	GO:0005506
1799788	2888	molecular_function	monooxygenase activity	GO:0004497
1799960	10063	molecular_function	intramolecular transferase activity, phosphotransferases	GO:0016868
1799960	4143	biological_process	carbohydrate metabolic process	GO:0005975
1799960	2988	molecular_function	phosphoglucomutase activity	GO:0004614
1800020	9710	molecular_function	oxidoreductase activity	GO:0016491
1800020	4283	biological_process	electron transport	GO:0006118
1800040	5939	molecular_function	zinc ion binding	GO:0008270
1800040	3727	molecular_function	protein binding	GO:0005515
1800054	2957	molecular_function	dolichyl-phosphate beta-glucosyltransferase activity	GO:0004581
1800530	5905	molecular_function	peptidase activity	GO:0008233
1800530	4639	biological_process	proteolysis	GO:0006508
1800530	18763	molecular_function	glutamate carboxypeptidase II activity	GO:0043275
1800655	5113	biological_process	microtubule-based movement	GO:0007018
1800655	4051	cellular_component	microtubule associated complex	GO:0005875
1800655	3736	molecular_function	ATP binding	GO:0005524
1800655	2244	molecular_function	microtubule motor activity	GO:0003777
1800688	2175	molecular_function	nucleic acid binding	GO:0003676
1800732	4561	biological_process	tRNA aminoacylation for protein translation	GO:0006418
1800732	4556	biological_process	translation	GO:0006412
1800732	3930	cellular_component	cytoplasm	GO:0005737
1800732	3736	molecular_function	ATP binding	GO:0005524
1800732	3172	molecular_function	aminoacyl-tRNA ligase activity	GO:0004812
1800732	162	molecular_function	nucleotide binding	GO:0000166
1800732	2175	molecular_function	nucleic acid binding	GO:0003676
1800732	4565	biological_process	aspartyl-tRNA aminoacylation	GO:0006422
1800732	3175	molecular_function	aspartate-tRNA ligase activity	GO:0004815
1800904	14875	cellular_component	small subunit processome	GO:0032040
1800904	4513	biological_process	rRNA processing	GO:0006364
1801029	5939	molecular_function	zinc ion binding	GO:0008270
1801029	4639	biological_process	proteolysis	GO:0006508
1801029	3962	cellular_component	vacuole	GO:0005773
1801029	2615	molecular_function	aminopeptidase activity	GO:0004177
1801029	18087	molecular_function	aspartyl aminopeptidase activity	GO:0042576
1801058	4642	biological_process	ubiquitin-dependent protein catabolic process	GO:0006511
1801058	4024	cellular_component	proteasome core complex	GO:0005839
1801058	2613	molecular_function	endopeptidase activity	GO:0004175
1801058	2706	molecular_function	threonine endopeptidase activity	GO:0004298
1801058	2707	molecular_function	proteasome endopeptidase activity	GO:0004299
1802231	9985	molecular_function	hydrolase activity	GO:0016787
1803188	9320	cellular_component	membrane	GO:0016020
1803188	4994	biological_process	intracellular protein transport	GO:0006886
1803188	3990	cellular_component	cis-Golgi network	GO:0005801
1803199	2290	molecular_function	catalytic activity	GO:0003824
1803199	4351	biological_process	"'de novo' IMP biosynthetic process"	GO:0006189
1803199	3016	molecular_function	phosphoribosylformylglycinamidine synthase activity	GO:0004642
1803566	9972	molecular_function	phosphotransferase activity, carboxyl group as acceptor	GO:0016774
1803566	9581	biological_process	phosphorylation	GO:0016310
1803566	9573	molecular_function	kinase activity	GO:0016301
1803566	5830	biological_process	metabolic process	GO:0008152
1803566	3827	cellular_component	intracellular	GO:0005622
1803566	4250	biological_process	organic acid metabolic process	GO:0006082
1803566	6397	molecular_function	acetate kinase activity	GO:0008776
1803786	9320	cellular_component	membrane	GO:0016020
1803786	8535	molecular_function	amino acid transmembrane transporter activity	GO:0015171
1803786	4977	biological_process	amino acid transport	GO:0006865
1804069	2914	molecular_function	ribonuclease H activity	GO:0004523
1804321	9710	molecular_function	oxidoreductase activity	GO:0016491
1804321	5830	biological_process	metabolic process	GO:0008152
1804441	9480	biological_process	vesicle-mediated transport	GO:0016192
1804441	4994	biological_process	intracellular protein transport	GO:0006886
1804441	3727	molecular_function	protein binding	GO:0005515
1804441	3419	molecular_function	small GTPase regulator activity	GO:0005083
1804508	5250	biological_process	signal transduction	GO:0007165
1804508	3228	molecular_function	signal transducer activity	GO:0004871
1804508	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1804508	5939	molecular_function	zinc ion binding	GO:0008270
1804508	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1804508	3838	cellular_component	nucleus	GO:0005634
1804508	2196	molecular_function	transcription factor activity	GO:0003700
1804590	5939	molecular_function	zinc ion binding	GO:0008270
1804590	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1804590	3838	cellular_component	nucleus	GO:0005634
1804590	2196	molecular_function	transcription factor activity	GO:0003700
1804590	4499	biological_process	transcription	GO:0006350
1804590	2176	molecular_function	DNA binding	GO:0003677
1805231	2175	molecular_function	nucleic acid binding	GO:0003676
1805231	4927	biological_process	transport	GO:0006810
1805231	3827	cellular_component	intracellular	GO:0005622
1805258	9321	cellular_component	integral to membrane	GO:0016021
1805258	6614	molecular_function	signal peptidase activity	GO:0009003
1805258	4599	biological_process	signal peptide processing	GO:0006465
1805258	3981	cellular_component	microsome	GO:0005792
1805258	3976	cellular_component	signal peptidase complex	GO:0005787
1805263	4823	biological_process	ergosterol biosynthetic process	GO:0006696
1805263	3972	cellular_component	endoplasmic reticulum	GO:0005783
1805263	243	molecular_function	C-8 sterol isomerase activity	GO:0000247
1805968	5939	molecular_function	zinc ion binding	GO:0008270
1805968	2175	molecular_function	nucleic acid binding	GO:0003676
1805968	3827	cellular_component	intracellular	GO:0005622
1805992	4556	biological_process	translation	GO:0006412
1805992	4025	cellular_component	ribosome	GO:0005840
1805992	3827	cellular_component	intracellular	GO:0005622
1805992	2227	molecular_function	structural constituent of ribosome	GO:0003735
1806358	3736	molecular_function	ATP binding	GO:0005524
1806358	2176	molecular_function	DNA binding	GO:0003677
1806358	2792	molecular_function	helicase activity	GO:0004386
1806358	2175	molecular_function	nucleic acid binding	GO:0003676
1806375	2175	molecular_function	nucleic acid binding	GO:0003676
1806375	5939	molecular_function	zinc ion binding	GO:0008270
1806405	8400	biological_process	protein transport	GO:0015031
1806405	6212	molecular_function	protein transporter activity	GO:0008565
1806405	3935	cellular_component	mitochondrial inner membrane	GO:0005743
1806426	5939	molecular_function	zinc ion binding	GO:0008270
1806426	3838	cellular_component	nucleus	GO:0005634
1806426	2175	molecular_function	nucleic acid binding	GO:0003676
1806426	2412	molecular_function	NADPH dehydrogenase activity	GO:0003959
1806443	3727	molecular_function	protein binding	GO:0005515
1807335	5939	molecular_function	zinc ion binding	GO:0008270
1807335	2175	molecular_function	nucleic acid binding	GO:0003676
1807335	2216	molecular_function	RNA binding	GO:0003723
1807404	4641	biological_process	ATP-dependent proteolysis	GO:0006510
1807404	2614	molecular_function	ATP-dependent peptidase activity	GO:0004176
1807404	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1807404	162	molecular_function	nucleotide binding	GO:0000166
1807404	3736	molecular_function	ATP binding	GO:0005524
1807404	4639	biological_process	proteolysis	GO:0006508
1807404	2682	molecular_function	serine-type endopeptidase activity	GO:0004252
1807404	6464	molecular_function	endopeptidase La activity	GO:0008846
1807416	5830	biological_process	metabolic process	GO:0008152
1807416	2290	molecular_function	catalytic activity	GO:0003824
1807578	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1807578	3736	molecular_function	ATP binding	GO:0005524
1807578	3043	molecular_function	protein kinase activity	GO:0004672
1807578	3708	molecular_function	binding	GO:0005488
1808040	21295	molecular_function	metal ion binding	GO:0046872
1808040	4918	biological_process	superoxide metabolic process	GO:0006801
1808040	3145	molecular_function	superoxide dismutase activity	GO:0004784
1808501	10375	molecular_function	histone-lysine N-methyltransferase activity	GO:0018024
1808535	6682	biological_process	aromatic amino acid family biosynthetic process	GO:0009073
1808535	2546	molecular_function	chorismate synthase activity	GO:0004107
1809383	3737	molecular_function	GTP binding	GO:0005525
1809383	2378	molecular_function	GTPase activity	GO:0003924
1809400	4483	biological_process	chromatin assembly or disassembly	GO:0006333
1809400	3838	cellular_component	nucleus	GO:0005634
1809400	2180	molecular_function	chromatin binding	GO:0003682
1809400	586	cellular_component	chromatin	GO:0000785
1809438	2175	molecular_function	nucleic acid binding	GO:0003676
1809520	3708	molecular_function	binding	GO:0005488
1809538	5939	molecular_function	zinc ion binding	GO:0008270
1809538	2175	molecular_function	nucleic acid binding	GO:0003676
1809545	4002	cellular_component	microtubule organizing center	GO:0005815
1809545	663	cellular_component	spindle pole	GO:0000922
1809545	222	biological_process	microtubule cytoskeleton organization and biogenesis	GO:0000226
1809605	17777	biological_process	ribosome biogenesis and assembly	GO:0042254
1809605	13392	cellular_component	ribonucleoprotein complex	GO:0030529
1810488	9320	cellular_component	membrane	GO:0016020
1810488	8535	molecular_function	amino acid transmembrane transporter activity	GO:0015171
1810488	4977	biological_process	amino acid transport	GO:0006865
1810539	6281	molecular_function	rRNA methyltransferase activity	GO:0008649
1810539	175	molecular_function	rRNA (adenine-N6,N6-)-dimethyltransferase activity	GO:0000179
1810539	153	biological_process	rRNA modification	GO:0000154
1810539	9661	molecular_function	rRNA (adenine) methyltransferase activity	GO:0016433
1810539	4513	biological_process	rRNA processing	GO:0006364
1810658	8400	biological_process	protein transport	GO:0015031
1811074	5939	molecular_function	zinc ion binding	GO:0008270
1811074	3827	cellular_component	intracellular	GO:0005622
1811074	2175	molecular_function	nucleic acid binding	GO:0003676
1811254	5939	molecular_function	zinc ion binding	GO:0008270
1811254	3827	cellular_component	intracellular	GO:0005622
1811254	2175	molecular_function	nucleic acid binding	GO:0003676
1811277	4530	biological_process	transcription from RNA polymerase III promoter	GO:0006383
1811277	3865	cellular_component	DNA-directed RNA polymerase III complex	GO:0005666
1811277	2356	molecular_function	DNA-directed RNA polymerase activity	GO:0003899
1811277	2176	molecular_function	DNA binding	GO:0003677
1811516	19908	biological_process	regulation of transcription	GO:0045449
1811516	13391	molecular_function	transcription regulator activity	GO:0030528
1811516	3838	cellular_component	nucleus	GO:0005634
1811561	9821	molecular_function	oxidoreductase activity, acting on CH-OH group of donors	GO:0016614
1811561	4143	biological_process	carbohydrate metabolic process	GO:0005975
1811561	6928	cellular_component	glycerol-3-phosphate dehydrogenase complex	GO:0009331
1811561	4240	biological_process	glycerol-3-phosphate metabolic process	GO:0006072
1811561	2773	molecular_function	glycerol-3-phosphate dehydrogenase (NAD+) activity	GO:0004367
1811561	9710	molecular_function	oxidoreductase activity	GO:0016491
1811561	24535	molecular_function	NAD binding	GO:0051287
1811561	20607	biological_process	glycerol-3-phosphate catabolic process	GO:0046168
1811561	9823	molecular_function	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0016616
1811561	3930	cellular_component	cytoplasm	GO:0005737
1811640	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1811640	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1811640	3838	cellular_component	nucleus	GO:0005634
1811640	2196	molecular_function	transcription factor activity	GO:0003700
1811651	5802	molecular_function	ceramide glucosyltransferase activity	GO:0008120
1811980	17205	biological_process	regulation of Rho protein signal transduction	GO:0035023
1811980	3827	cellular_component	intracellular	GO:0005622
1811980	3425	molecular_function	Rho guanyl-nucleotide exchange factor activity	GO:0005089
1811980	5323	biological_process	intracellular signaling cascade	GO:0007242
1811980	3421	molecular_function	guanyl-nucleotide exchange factor activity	GO:0005085
1811980	3724	molecular_function	calcium ion binding	GO:0005509
1812660	9320	cellular_component	membrane	GO:0016020
1812660	6276	biological_process	carbohydrate transport	GO:0008643
1812660	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
1812660	9321	cellular_component	integral to membrane	GO:0016021
1812660	4927	biological_process	transport	GO:0006810
1812660	3546	molecular_function	transporter activity	GO:0005215
1812733	9776	biological_process	protein ubiquitination	GO:0016567
1812733	3200	molecular_function	ubiquitin-protein ligase activity	GO:0004842
1812733	150	cellular_component	ubiquitin ligase complex	GO:0000151
1812792	5939	molecular_function	zinc ion binding	GO:0008270
1812792	3827	cellular_component	intracellular	GO:0005622
1812792	2175	molecular_function	nucleic acid binding	GO:0003676
1812817	4499	biological_process	transcription	GO:0006350
1812817	2356	molecular_function	DNA-directed RNA polymerase activity	GO:0003899
1812848	2312	molecular_function	2-acylglycerol O-acyltransferase activity	GO:0003846
1813406	3708	molecular_function	binding	GO:0005488
1813900	5053	biological_process	response to stress	GO:0006950
1813916	12251	molecular_function	heme binding	GO:0020037
1813916	4283	biological_process	electron transport	GO:0006118
1813916	3721	molecular_function	iron ion binding	GO:0005506
1813916	2888	molecular_function	monooxygenase activity	GO:0004497
1814089	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1814089	3736	molecular_function	ATP binding	GO:0005524
1814089	3043	molecular_function	protein kinase activity	GO:0004672
1815041	9320	cellular_component	membrane	GO:0016020
1815041	4243	biological_process	1,3-beta-glucan biosynthetic process	GO:0006075
1815041	2309	molecular_function	1,3-beta-glucan synthase activity	GO:0003843
1815041	147	cellular_component	1,3-beta-glucan synthase complex	GO:0000148
1815129	9710	molecular_function	oxidoreductase activity	GO:0016491
1815156	5778	molecular_function	DNA-dependent ATPase activity	GO:0008094
1815156	4429	biological_process	DNA replication initiation	GO:0006270
1815156	3736	molecular_function	ATP binding	GO:0005524
1815156	2176	molecular_function	DNA binding	GO:0003677
1815326	6682	biological_process	aromatic amino acid family biosynthetic process	GO:0009073
1815326	2545	molecular_function	chorismate mutase activity	GO:0004106
1815700	3727	molecular_function	protein binding	GO:0005515
1815818	13963	biological_process	tRNA pseudouridine synthesis	GO:0031119
1815818	9667	molecular_function	tRNA-pseudouridine synthase activity	GO:0016439
1815818	2216	molecular_function	RNA binding	GO:0003723
1815818	3096	molecular_function	pseudouridylate synthase activity	GO:0004730
1815818	754	biological_process	pseudouridine synthesis	GO:0001522
1815860	4575	biological_process	phenylalanyl-tRNA aminoacylation	GO:0006432
1815860	4556	biological_process	translation	GO:0006412
1815860	3930	cellular_component	cytoplasm	GO:0005737
1815860	3736	molecular_function	ATP binding	GO:0005524
1815860	3186	molecular_function	phenylalanine-tRNA ligase activity	GO:0004826
1815860	162	molecular_function	nucleotide binding	GO:0000166
1815860	2216	molecular_function	RNA binding	GO:0003723
1815860	6925	cellular_component	phenylalanine-tRNA ligase complex	GO:0009328
1816157	5323	biological_process	intracellular signaling cascade	GO:0007242
1816157	10220	molecular_function	6-phosphogluconolactonase activity	GO:0017057
1816157	4263	biological_process	pentose-phosphate shunt	GO:0006098
1816157	4143	biological_process	carbohydrate metabolic process	GO:0005975
1816219	9321	cellular_component	integral to membrane	GO:0016021
1816219	4940	biological_process	copper ion transport	GO:0006825
1816219	3664	molecular_function	copper ion transmembrane transporter activity	GO:0005375
1816359	12251	molecular_function	heme binding	GO:0020037
1816359	4283	biological_process	electron transport	GO:0006118
1816359	3721	molecular_function	iron ion binding	GO:0005506
1816359	2888	molecular_function	monooxygenase activity	GO:0004497
1817223	4440	biological_process	DNA repair	GO:0006281
1817223	2909	molecular_function	nuclease activity	GO:0004518
1817223	3838	cellular_component	nucleus	GO:0005634
1817223	2290	molecular_function	catalytic activity	GO:0003824
1817223	2176	molecular_function	DNA binding	GO:0003677
1817257	10155	molecular_function	transcription initiation factor activity	GO:0016986
1817257	4501	biological_process	transcription initiation	GO:0006352
1817257	3838	cellular_component	nucleus	GO:0005634
1817257	2176	molecular_function	DNA binding	GO:0003677
1817257	24344	biological_process	regulation of transcription factor activity	GO:0051090
1817257	2198	molecular_function	RNA polymerase II transcription factor activity	GO:0003702
1817257	3708	molecular_function	binding	GO:0005488
1817292	5113	biological_process	microtubule-based movement	GO:0007018
1817292	4051	cellular_component	microtubule associated complex	GO:0005875
1817292	3736	molecular_function	ATP binding	GO:0005524
1817292	2244	molecular_function	microtubule motor activity	GO:0003777
1817413	2195	molecular_function	single-stranded DNA binding	GO:0003697
1817471	17271	molecular_function	phosphoinositide binding	GO:0035091
1817471	5239	biological_process	cell communication	GO:0007154
1817471	3727	molecular_function	protein binding	GO:0005515
1817473	19908	biological_process	regulation of transcription	GO:0045449
1817473	13391	molecular_function	transcription regulator activity	GO:0030528
1817473	3838	cellular_component	nucleus	GO:0005634
1817478	4556	biological_process	translation	GO:0006412
1817478	4025	cellular_component	ribosome	GO:0005840
1817478	3827	cellular_component	intracellular	GO:0005622
1817478	2227	molecular_function	structural constituent of ribosome	GO:0003735
1817509	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1817509	2196	molecular_function	transcription factor activity	GO:0003700
1817509	2176	molecular_function	DNA binding	GO:0003677
1817916	9241	cellular_component	small ribosomal subunit	GO:0015935
1817916	4556	biological_process	translation	GO:0006412
1817916	2227	molecular_function	structural constituent of ribosome	GO:0003735
1817916	4025	cellular_component	ribosome	GO:0005840
1817916	3827	cellular_component	intracellular	GO:0005622
1817971	7744	molecular_function	FMN binding	GO:0010181
1818394	24495	biological_process	regulation of protein metabolic process	GO:0051246
1818394	19152	biological_process	post-translational protein modification	GO:0043687
1818394	12037	molecular_function	small conjugating protein ligase activity	GO:0019787
1818627	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1818627	162	molecular_function	nucleotide binding	GO:0000166
1818627	3736	molecular_function	ATP binding	GO:0005524
1818627	11802	biological_process	protein metabolic process	GO:0019538
1818627	3727	molecular_function	protein binding	GO:0005515
1818649	9321	cellular_component	integral to membrane	GO:0016021
1818697	6770	biological_process	nucleotide biosynthetic process	GO:0009165
1818697	4675	biological_process	glycine biosynthetic process	GO:0006545
1818697	2584	molecular_function	dihydrofolate reductase activity	GO:0004146
1819391	12251	molecular_function	heme binding	GO:0020037
1819391	4283	biological_process	electron transport	GO:0006118
1819391	3721	molecular_function	iron ion binding	GO:0005506
1819391	2888	molecular_function	monooxygenase activity	GO:0004497
1819400	12251	molecular_function	heme binding	GO:0020037
1819400	4283	biological_process	electron transport	GO:0006118
1819400	3721	molecular_function	iron ion binding	GO:0005506
1819400	2888	molecular_function	monooxygenase activity	GO:0004497
1819449	18520	molecular_function	ribosome binding	GO:0043022
1819449	17779	biological_process	mature ribosome assembly	GO:0042256
1819647	4556	biological_process	translation	GO:0006412
1819647	4025	cellular_component	ribosome	GO:0005840
1819647	3827	cellular_component	intracellular	GO:0005622
1819647	2227	molecular_function	structural constituent of ribosome	GO:0003735
1819647	9241	cellular_component	small ribosomal subunit	GO:0015935
1819687	4758	biological_process	lipid metabolic process	GO:0006629
1819687	3166	molecular_function	triacylglycerol lipase activity	GO:0004806
1820833	4556	biological_process	translation	GO:0006412
1820833	4025	cellular_component	ribosome	GO:0005840
1820833	3827	cellular_component	intracellular	GO:0005622
1820833	2227	molecular_function	structural constituent of ribosome	GO:0003735
1820833	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1820833	162	molecular_function	nucleotide binding	GO:0000166
1820833	3727	molecular_function	protein binding	GO:0005515
1820833	5778	molecular_function	DNA-dependent ATPase activity	GO:0008094
1820833	4440	biological_process	DNA repair	GO:0006281
1820833	3736	molecular_function	ATP binding	GO:0005524
1820833	2182	molecular_function	damaged DNA binding	GO:0003684
1820841	110	biological_process	histidine biosynthetic process	GO:0000105
1820841	9962	molecular_function	transferase activity, transferring pentosyl groups	GO:0016763
1820841	3930	cellular_component	cytoplasm	GO:0005737
1820841	5830	biological_process	metabolic process	GO:0008152
1820841	2290	molecular_function	catalytic activity	GO:0003824
1820841	2570	molecular_function	dCMP deaminase activity	GO:0004132
1820882	21603	molecular_function	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity	GO:0047186
1821097	23919	molecular_function	FAD binding	GO:0050660
1821097	9710	molecular_function	oxidoreductase activity	GO:0016491
1821097	9321	cellular_component	integral to membrane	GO:0016021
1821097	4283	biological_process	electron transport	GO:0006118
1821097	3721	molecular_function	iron ion binding	GO:0005506
1821629	5817	molecular_function	protein tyrosine/serine/threonine phosphatase activity	GO:0008138
1821629	4604	biological_process	protein amino acid dephosphorylation	GO:0006470
1821629	9988	molecular_function	phosphoric monoester hydrolase activity	GO:0016791
1821629	9582	biological_process	dephosphorylation	GO:0016311
1821629	3091	molecular_function	protein tyrosine phosphatase activity	GO:0004725
1821959	4924	biological_process	nitrogen compound metabolic process	GO:0006807
1821959	2762	molecular_function	glutamate-ammonia ligase activity	GO:0004356
1822109	5939	molecular_function	zinc ion binding	GO:0008270
1822532	2290	molecular_function	catalytic activity	GO:0003824
1822941	9710	molecular_function	oxidoreductase activity	GO:0016491
1822941	3722	molecular_function	copper ion binding	GO:0005507
1823140	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
1823140	3736	molecular_function	ATP binding	GO:0005524
1823140	2175	molecular_function	nucleic acid binding	GO:0003676
1823140	2792	molecular_function	helicase activity	GO:0004386
1823192	9710	molecular_function	oxidoreductase activity	GO:0016491
1823192	4283	biological_process	electron transport	GO:0006118
1823192	23919	molecular_function	FAD binding	GO:0050660
1823192	9834	molecular_function	oxidoreductase activity, acting on the CH-CH group of donors	GO:0016627
1823192	4264	biological_process	tricarboxylic acid cycle	GO:0006099
1823192	5855	molecular_function	succinate dehydrogenase (ubiquinone) activity	GO:0008177
1823390	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1823390	3736	molecular_function	ATP binding	GO:0005524
1823390	3043	molecular_function	protein kinase activity	GO:0004672
1823390	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1823390	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1823417	5817	molecular_function	protein tyrosine/serine/threonine phosphatase activity	GO:0008138
1823417	4604	biological_process	protein amino acid dephosphorylation	GO:0006470
1823417	9988	molecular_function	phosphoric monoester hydrolase activity	GO:0016791
1823417	9582	biological_process	dephosphorylation	GO:0016311
1823417	3091	molecular_function	protein tyrosine phosphatase activity	GO:0004725
1823520	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1823520	3736	molecular_function	ATP binding	GO:0005524
1823520	3043	molecular_function	protein kinase activity	GO:0004672
1823520	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1823662	9321	cellular_component	integral to membrane	GO:0016021
1823680	2290	molecular_function	catalytic activity	GO:0003824
1823877	9710	molecular_function	oxidoreductase activity	GO:0016491
1823877	5939	molecular_function	zinc ion binding	GO:0008270
1823978	13011	cellular_component	membrane coat	GO:0030117
1823978	9480	biological_process	vesicle-mediated transport	GO:0016192
1823978	4994	biological_process	intracellular protein transport	GO:0006886
1823978	4595	biological_process	protein complex assembly	GO:0006461
1823978	3727	molecular_function	protein binding	GO:0005515
1823978	3708	molecular_function	binding	GO:0005488
1824055	21336	molecular_function	transition metal ion binding	GO:0046914
1824055	12251	molecular_function	heme binding	GO:0020037
1824055	2540	molecular_function	chitin synthase activity	GO:0004100
1824057	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1824057	3736	molecular_function	ATP binding	GO:0005524
1824057	3043	molecular_function	protein kinase activity	GO:0004672
1824057	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1824057	3737	molecular_function	GTP binding	GO:0005525
1824066	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1824066	162	molecular_function	nucleotide binding	GO:0000166
1824066	4421	biological_process	DNA replication	GO:0006260
1824066	3838	cellular_component	nucleus	GO:0005634
1824066	2176	molecular_function	DNA binding	GO:0003677
1824066	3862	cellular_component	DNA replication factor C complex	GO:0005663
1824066	3736	molecular_function	ATP binding	GO:0005524
1824066	2187	molecular_function	DNA clamp loader activity	GO:0003689
1824160	9985	molecular_function	hydrolase activity	GO:0016787
1824168	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1824168	162	molecular_function	nucleotide binding	GO:0000166
1824168	3736	molecular_function	ATP binding	GO:0005524
1824168	13056	biological_process	protein catabolic process	GO:0030163
1824168	9985	molecular_function	hydrolase activity	GO:0016787
1824168	3930	cellular_component	cytoplasm	GO:0005737
1824168	3838	cellular_component	nucleus	GO:0005634
1824472	4642	biological_process	ubiquitin-dependent protein catabolic process	GO:0006511
1824472	4024	cellular_component	proteasome core complex	GO:0005839
1824472	2613	molecular_function	endopeptidase activity	GO:0004175
1824472	2706	molecular_function	threonine endopeptidase activity	GO:0004298
1824472	2707	molecular_function	proteasome endopeptidase activity	GO:0004299
1824743	12251	molecular_function	heme binding	GO:0020037
1824743	4283	biological_process	electron transport	GO:0006118
1824743	3721	molecular_function	iron ion binding	GO:0005506
1824743	2888	molecular_function	monooxygenase activity	GO:0004497
1824771	6667	biological_process	biosynthetic process	GO:0009058
1824771	2290	molecular_function	catalytic activity	GO:0003824
1824771	2544	molecular_function	choline-phosphate cytidylyltransferase activity	GO:0004105
1824846	3736	molecular_function	ATP binding	GO:0005524
1824846	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1824846	162	molecular_function	nucleotide binding	GO:0000166
1824846	9985	molecular_function	hydrolase activity	GO:0016787
1824846	3708	molecular_function	binding	GO:0005488
1825003	9321	cellular_component	integral to membrane	GO:0016021
1825354	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1825354	3736	molecular_function	ATP binding	GO:0005524
1825354	3043	molecular_function	protein kinase activity	GO:0004672
1825354	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1825698	4642	biological_process	ubiquitin-dependent protein catabolic process	GO:0006511
1825698	2657	molecular_function	ubiquitin thiolesterase activity	GO:0004221
1825716	9320	cellular_component	membrane	GO:0016020
1825716	4624	biological_process	protein amino acid O-linked glycosylation	GO:0006493
1825716	45	molecular_function	mannosyltransferase activity	GO:0000030
1825716	2607	molecular_function	dolichyl-phosphate-mannose-protein mannosyltransferase activity	GO:0004169
1825779	2216	molecular_function	RNA binding	GO:0003723
1825802	6253	biological_process	pyridoxine biosynthetic process	GO:0008615
1825802	6135	molecular_function	pyridoxal kinase activity	GO:0008478
1825829	3827	cellular_component	intracellular	GO:0005622
1826065	4927	biological_process	transport	GO:0006810
1826065	3827	cellular_component	intracellular	GO:0005622
1826118	5939	molecular_function	zinc ion binding	GO:0008270
1826118	3727	molecular_function	protein binding	GO:0005515
1826118	242	molecular_function	delta24(24-1) sterol reductase activity	GO:0000246
1826250	10614	biological_process	protein amino acid N-linked glycosylation via asparagine	GO:0018279
1826250	3978	cellular_component	endoplasmic reticulum membrane	GO:0005789
