proteinId	go_term_id	go_term_type	go_name	go_acc
1763692	162	molecular_function	nucleotide binding	GO:0000166
1763765	5160	biological_process	mitosis	GO:0007067
1763765	5939	molecular_function	zinc ion binding	GO:0008270
1763857	2175	molecular_function	nucleic acid binding	GO:0003676
1763881	3736	molecular_function	ATP binding	GO:0005524
1763881	2176	molecular_function	DNA binding	GO:0003677
1763881	2792	molecular_function	helicase activity	GO:0004386
1763881	2175	molecular_function	nucleic acid binding	GO:0003676
1763884	4598	biological_process	protein modification process	GO:0006464
1763903	5830	biological_process	metabolic process	GO:0008152
1763903	2290	molecular_function	catalytic activity	GO:0003824
1763934	2607	molecular_function	dolichyl-phosphate-mannose-protein mannosyltransferase activity	GO:0004169
1763934	9320	cellular_component	membrane	GO:0016020
1763934	4624	biological_process	protein amino acid O-linked glycosylation	GO:0006493
1763934	45	molecular_function	mannosyltransferase activity	GO:0000030
1764035	9710	molecular_function	oxidoreductase activity	GO:0016491
1764035	4283	biological_process	electron transport	GO:0006118
1764035	7744	molecular_function	FMN binding	GO:0010181
1764115	9320	cellular_component	membrane	GO:0016020
1764115	6276	biological_process	carbohydrate transport	GO:0008643
1764115	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
1764115	9321	cellular_component	integral to membrane	GO:0016021
1764115	4927	biological_process	transport	GO:0006810
1764115	3546	molecular_function	transporter activity	GO:0005215
1764170	2234	molecular_function	protein disulfide isomerase activity	GO:0003756
1764183	2175	molecular_function	nucleic acid binding	GO:0003676
1764196	13917	molecular_function	heat shock protein binding	GO:0031072
1764264	7277	molecular_function	L-arabinokinase activity	GO:0009702
1764304	5939	molecular_function	zinc ion binding	GO:0008270
1764304	2175	molecular_function	nucleic acid binding	GO:0003676
1764491	24310	biological_process	regulation of small GTPase mediated signal transduction	GO:0051056
1764491	3827	cellular_component	intracellular	GO:0005622
1764491	3421	molecular_function	guanyl-nucleotide exchange factor activity	GO:0005085
1764491	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
1764541	9710	molecular_function	oxidoreductase activity	GO:0016491
1764541	5830	biological_process	metabolic process	GO:0008152
1764588	5939	molecular_function	zinc ion binding	GO:0008270
1764588	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1764588	3838	cellular_component	nucleus	GO:0005634
1764588	2196	molecular_function	transcription factor activity	GO:0003700
1764595	3708	molecular_function	binding	GO:0005488
1764596	5830	biological_process	metabolic process	GO:0008152
1764596	2290	molecular_function	catalytic activity	GO:0003824
1764686	3737	molecular_function	GTP binding	GO:0005525
1764686	2378	molecular_function	GTPase activity	GO:0003924
1764723	13460	molecular_function	pectinesterase activity	GO:0030599
1764723	18059	biological_process	cell wall modification	GO:0042545
1764723	3824	cellular_component	cell wall	GO:0005618
1764728	13828	molecular_function	mismatched DNA binding	GO:0030983
1764728	4457	biological_process	mismatch repair	GO:0006298
1764728	3736	molecular_function	ATP binding	GO:0005524
1765030	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
1765030	3736	molecular_function	ATP binding	GO:0005524
1765030	2175	molecular_function	nucleic acid binding	GO:0003676
1765166	9321	cellular_component	integral to membrane	GO:0016021
1765166	5053	biological_process	response to stress	GO:0006950
1765218	13963	biological_process	tRNA pseudouridine synthesis	GO:0031119
1765218	9667	molecular_function	tRNA-pseudouridine synthase activity	GO:0016439
1765218	2216	molecular_function	RNA binding	GO:0003723
1765218	3096	molecular_function	pseudouridylate synthase activity	GO:0004730
1765218	754	biological_process	pseudouridine synthesis	GO:0001522
1765328	6244	molecular_function	protein kinase CK2 regulator activity	GO:0008605
1765328	4127	cellular_component	protein kinase CK2 complex	GO:0005956
1765415	2630	molecular_function	cathepsin D activity	GO:0004192
1765415	4639	biological_process	proteolysis	GO:0006508
1765415	2632	molecular_function	pepsin A activity	GO:0004194
1765415	2628	molecular_function	aspartic-type endopeptidase activity	GO:0004190
1765502	23642	molecular_function	unspecific monooxygenase activity	GO:0050381
1765502	12251	molecular_function	heme binding	GO:0020037
1765502	4283	biological_process	electron transport	GO:0006118
1765502	3721	molecular_function	iron ion binding	GO:0005506
1765502	2888	molecular_function	monooxygenase activity	GO:0004497
1765581	3181	molecular_function	histidine-tRNA ligase activity	GO:0004821
1765581	4556	biological_process	translation	GO:0006412
1765581	3736	molecular_function	ATP binding	GO:0005524
1765581	3172	molecular_function	aminoacyl-tRNA ligase activity	GO:0004812
1765581	4561	biological_process	tRNA aminoacylation for protein translation	GO:0006418
1765581	3930	cellular_component	cytoplasm	GO:0005737
1765581	162	molecular_function	nucleotide binding	GO:0000166
1765695	17567	molecular_function	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	GO:0042027
1765695	12948	molecular_function	FK506-sensitive peptidyl-prolyl cis-trans isomerase	GO:0030051
1765695	2975	molecular_function	cyclophilin	GO:0004600
1765695	2233	molecular_function	peptidyl-prolyl cis-trans isomerase activity	GO:0003755
1765695	4591	biological_process	protein folding	GO:0006457
1765722	5908	molecular_function	serine-type peptidase activity	GO:0008236
1765722	4639	biological_process	proteolysis	GO:0006508
1765733	12251	molecular_function	heme binding	GO:0020037
1765733	4283	biological_process	electron transport	GO:0006118
1765733	3721	molecular_function	iron ion binding	GO:0005506
1765733	2888	molecular_function	monooxygenase activity	GO:0004497
1765736	4994	biological_process	intracellular protein transport	GO:0006886
1765736	3827	cellular_component	intracellular	GO:0005622
1765793	5908	molecular_function	serine-type peptidase activity	GO:0008236
1765793	4639	biological_process	proteolysis	GO:0006508
1766170	4851	biological_process	aromatic compound metabolic process	GO:0006725
1766170	4283	biological_process	electron transport	GO:0006118
1766170	2888	molecular_function	monooxygenase activity	GO:0004497
1766249	5939	molecular_function	zinc ion binding	GO:0008270
1766249	3827	cellular_component	intracellular	GO:0005622
1766249	2175	molecular_function	nucleic acid binding	GO:0003676
1766289	2937	molecular_function	alpha-glucosidase activity	GO:0004558
1766289	4143	biological_process	carbohydrate metabolic process	GO:0005975
1766289	2933	molecular_function	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553
1766289	13135	molecular_function	carbohydrate binding	GO:0030246
1766289	2290	molecular_function	catalytic activity	GO:0003824
1766293	12251	molecular_function	heme binding	GO:0020037
1766293	4283	biological_process	electron transport	GO:0006118
1766293	3721	molecular_function	iron ion binding	GO:0005506
1766293	2888	molecular_function	monooxygenase activity	GO:0004497
1766391	2402	molecular_function	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	GO:0003949
1766391	110	biological_process	histidine biosynthetic process	GO:0000105
1766391	5830	biological_process	metabolic process	GO:0008152
1766391	2290	molecular_function	catalytic activity	GO:0003824
1766421	5939	molecular_function	zinc ion binding	GO:0008270
1766421	4499	biological_process	transcription	GO:0006350
1766421	3838	cellular_component	nucleus	GO:0005634
1766421	2176	molecular_function	DNA binding	GO:0003677
1766494	5848	molecular_function	N-methyltransferase activity	GO:0008170
1766494	4772	biological_process	phospholipid metabolic process	GO:0006644
1766599	9320	cellular_component	membrane	GO:0016020
1766599	6276	biological_process	carbohydrate transport	GO:0008643
1766599	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
1766599	9321	cellular_component	integral to membrane	GO:0016021
1766599	4927	biological_process	transport	GO:0006810
1766599	3546	molecular_function	transporter activity	GO:0005215
1766637	9710	molecular_function	oxidoreductase activity	GO:0016491
1766637	4283	biological_process	electron transport	GO:0006118
1766637	7744	molecular_function	FMN binding	GO:0010181
1766644	12251	molecular_function	heme binding	GO:0020037
1766644	4283	biological_process	electron transport	GO:0006118
1766644	3721	molecular_function	iron ion binding	GO:0005506
1766644	2888	molecular_function	monooxygenase activity	GO:0004497
1766654	2625	molecular_function	carboxypeptidase D activity	GO:0004187
1766654	4639	biological_process	proteolysis	GO:0006508
1766654	2623	molecular_function	serine carboxypeptidase activity	GO:0004185
1766711	12936	biological_process	actin cytoskeleton organization and biogenesis	GO:0030036
1766711	2246	molecular_function	actin binding	GO:0003779
1766725	9320	cellular_component	membrane	GO:0016020
1766725	6276	biological_process	carbohydrate transport	GO:0008643
1766725	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
1766725	9321	cellular_component	integral to membrane	GO:0016021
1766725	4927	biological_process	transport	GO:0006810
1766725	3546	molecular_function	transporter activity	GO:0005215
1766736	23329	molecular_function	lysine 2,3-aminomutase activity	GO:0050066
1766791	12251	molecular_function	heme binding	GO:0020037
1766791	4283	biological_process	electron transport	GO:0006118
1766791	3721	molecular_function	iron ion binding	GO:0005506
1766791	2888	molecular_function	monooxygenase activity	GO:0004497
1766793	2392	molecular_function	IMP dehydrogenase activity	GO:0003938
1766793	2290	molecular_function	catalytic activity	GO:0003824
1766793	4339	biological_process	GMP biosynthetic process	GO:0006177
1766824	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1766824	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1766824	3838	cellular_component	nucleus	GO:0005634
1766824	2196	molecular_function	transcription factor activity	GO:0003700
1766825	24336	molecular_function	unfolded protein binding	GO:0051082
1766825	9551	cellular_component	prefoldin complex	GO:0016272
1766825	4591	biological_process	protein folding	GO:0006457
1766846	10041	molecular_function	carbon-sulfur lyase activity	GO:0016846
1766846	5830	biological_process	metabolic process	GO:0008152
1766873	19908	biological_process	regulation of transcription	GO:0045449
1766873	13391	molecular_function	transcription regulator activity	GO:0030528
1766873	3838	cellular_component	nucleus	GO:0005634
1766903	9773	molecular_function	transcription repressor activity	GO:0016564
1766903	4925	biological_process	regulation of nitrogen utilization	GO:0006808
1766935	19908	biological_process	regulation of transcription	GO:0045449
1766935	13391	molecular_function	transcription regulator activity	GO:0030528
1766935	3838	cellular_component	nucleus	GO:0005634
1766955	14875	cellular_component	small subunit processome	GO:0032040
1766955	4513	biological_process	rRNA processing	GO:0006364
1766958	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1766958	3736	molecular_function	ATP binding	GO:0005524
1766958	3043	molecular_function	protein kinase activity	GO:0004672
1766958	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1767050	12251	molecular_function	heme binding	GO:0020037
1767050	4283	biological_process	electron transport	GO:0006118
1767050	3721	molecular_function	iron ion binding	GO:0005506
1767050	2888	molecular_function	monooxygenase activity	GO:0004497
1767091	3736	molecular_function	ATP binding	GO:0005524
1767091	2176	molecular_function	DNA binding	GO:0003677
1767091	2792	molecular_function	helicase activity	GO:0004386
1767091	2175	molecular_function	nucleic acid binding	GO:0003676
1767091	5939	molecular_function	zinc ion binding	GO:0008270
1767091	3727	molecular_function	protein binding	GO:0005515
1767115	13011	cellular_component	membrane coat	GO:0030117
1767115	9480	biological_process	vesicle-mediated transport	GO:0016192
1767115	6212	molecular_function	protein transporter activity	GO:0008565
1767115	4994	biological_process	intracellular protein transport	GO:0006886
1767115	4595	biological_process	protein complex assembly	GO:0006461
1767115	3727	molecular_function	protein binding	GO:0005515
1767115	3530	molecular_function	structural molecule activity	GO:0005198
1767159	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767159	3736	molecular_function	ATP binding	GO:0005524
1767159	3043	molecular_function	protein kinase activity	GO:0004672
1767159	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1767173	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1767173	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767173	3736	molecular_function	ATP binding	GO:0005524
1767173	3043	molecular_function	protein kinase activity	GO:0004672
1767173	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1767217	6667	biological_process	biosynthetic process	GO:0009058
1767265	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1767265	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767265	3736	molecular_function	ATP binding	GO:0005524
1767265	3043	molecular_function	protein kinase activity	GO:0004672
1767265	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1767270	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1767270	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1767270	3838	cellular_component	nucleus	GO:0005634
1767270	2196	molecular_function	transcription factor activity	GO:0003700
1767352	11979	biological_process	calcium-mediated signaling	GO:0019722
1767358	3190	molecular_function	tryptophan-tRNA ligase activity	GO:0004830
1767358	4561	biological_process	tRNA aminoacylation for protein translation	GO:0006418
1767358	4556	biological_process	translation	GO:0006412
1767358	3930	cellular_component	cytoplasm	GO:0005737
1767358	3736	molecular_function	ATP binding	GO:0005524
1767358	3172	molecular_function	aminoacyl-tRNA ligase activity	GO:0004812
1767358	162	molecular_function	nucleotide binding	GO:0000166
1767358	4579	biological_process	tryptophanyl-tRNA aminoacylation	GO:0006436
1767361	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1767361	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767361	3736	molecular_function	ATP binding	GO:0005524
1767361	3043	molecular_function	protein kinase activity	GO:0004672
1767361	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1767383	3737	molecular_function	GTP binding	GO:0005525
1767383	2378	molecular_function	GTPase activity	GO:0003924
1767389	22049	molecular_function	alcohol oxidase activity	GO:0047639
1767389	23919	molecular_function	FAD binding	GO:0050660
1767389	9821	molecular_function	oxidoreductase activity, acting on CH-OH group of donors	GO:0016614
1767389	4234	biological_process	alcohol metabolic process	GO:0006066
1767456	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767456	3736	molecular_function	ATP binding	GO:0005524
1767456	3043	molecular_function	protein kinase activity	GO:0004672
1767461	21358	molecular_function	deoxyadenosine deaminase activity	GO:0046936
1767461	2448	molecular_function	adenosine deaminase activity	GO:0004000
1767461	11509	molecular_function	deaminase activity	GO:0019239
1767461	6773	biological_process	purine ribonucleoside monophosphate biosynthetic process	GO:0009168
1767465	10082	molecular_function	ATPase activity	GO:0016887
1767465	3736	molecular_function	ATP binding	GO:0005524
1767503	3727	molecular_function	protein binding	GO:0005515
1767529	2175	molecular_function	nucleic acid binding	GO:0003676
1767531	2372	molecular_function	DNA topoisomerase (ATP-hydrolyzing) activity	GO:0003918
1767531	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767531	3736	molecular_function	ATP binding	GO:0005524
1767531	3043	molecular_function	protein kinase activity	GO:0004672
1767598	2526	molecular_function	branched-chain-amino-acid transaminase activity	GO:0004084
1767598	5830	biological_process	metabolic process	GO:0008152
1767598	2290	molecular_function	catalytic activity	GO:0003824
1767598	6690	biological_process	branched chain family amino acid metabolic process	GO:0009081
1767609	11290	molecular_function	guanyl nucleotide binding	GO:0019001
1767609	5270	biological_process	G-protein coupled receptor protein signaling pathway	GO:0007186
1767609	3228	molecular_function	signal transducer activity	GO:0004871
1767609	5250	biological_process	signal transduction	GO:0007165
1767661	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1767661	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1767661	3736	molecular_function	ATP binding	GO:0005524
1767661	3043	molecular_function	protein kinase activity	GO:0004672
1767661	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1767671	9320	cellular_component	membrane	GO:0016020
1767671	4927	biological_process	transport	GO:0006810
1767671	3546	molecular_function	transporter activity	GO:0005215
1767673	9710	molecular_function	oxidoreductase activity	GO:0016491
1767673	5830	biological_process	metabolic process	GO:0008152
1767702	5906	molecular_function	cysteine-type peptidase activity	GO:0008234
1767702	4639	biological_process	proteolysis	GO:0006508
1767784	10190	cellular_component	myosin phosphatase complex	GO:0017023
1767784	10187	molecular_function	myosin phosphatase regulator activity	GO:0017020
1767784	10186	molecular_function	myosin phosphatase activity	GO:0017018
1767784	6240	molecular_function	calcium-dependent protein serine/threonine phosphatase regulator activity	GO:0008597
1767784	6080	molecular_function	CTD phosphatase activity	GO:0008420
1767784	4132	cellular_component	magnesium-dependent protein serine/threonine phosphatase complex	GO:0005963
1767784	3090	molecular_function	magnesium-dependent protein serine/threonine phosphatase activity	GO:0004724
1767784	3089	molecular_function	calcium-dependent protein serine/threonine phosphatase activity	GO:0004723
1767784	3087	molecular_function	phosphoprotein phosphatase activity	GO:0004721
1767784	9985	molecular_function	hydrolase activity	GO:0016787
1767784	5939	molecular_function	zinc ion binding	GO:0008270
1767784	3827	cellular_component	intracellular	GO:0005622
1767784	2175	molecular_function	nucleic acid binding	GO:0003676
1767798	9985	molecular_function	hydrolase activity	GO:0016787
1767994	3708	molecular_function	binding	GO:0005488
1768211	4643	biological_process	ubiquitin cycle	GO:0006512
1768211	4598	biological_process	protein modification process	GO:0006464
1768211	3827	cellular_component	intracellular	GO:0005622
1768211	3200	molecular_function	ubiquitin-protein ligase activity	GO:0004842
1768286	19273	molecular_function	methylthioribulose 1-phosphate dehydratase activity	GO:0043809
1768286	21295	molecular_function	metal ion binding	GO:0046872
1768357	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1768357	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1768357	3736	molecular_function	ATP binding	GO:0005524
1768357	3043	molecular_function	protein kinase activity	GO:0004672
1768357	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1768362	10330	molecular_function	phosphatidylinositol N-acetylglucosaminyltransferase activity	GO:0017176
1768362	3054	molecular_function	elongation factor-2 kinase activity	GO:0004686
1768362	2573	molecular_function	amylo-alpha-1,6-glucosidase activity	GO:0004135
1768362	2572	molecular_function	4-alpha-glucanotransferase activity	GO:0004134
1768363	12251	molecular_function	heme binding	GO:0020037
1768363	4283	biological_process	electron transport	GO:0006118
1768363	3721	molecular_function	iron ion binding	GO:0005506
1768363	2888	molecular_function	monooxygenase activity	GO:0004497
1768366	5939	molecular_function	zinc ion binding	GO:0008270
1768366	3727	molecular_function	protein binding	GO:0005515
1768396	2462	molecular_function	adenylosuccinate lyase activity	GO:0004018
1768396	2290	molecular_function	catalytic activity	GO:0003824
1768892	5906	molecular_function	cysteine-type peptidase activity	GO:0008234
1768892	4639	biological_process	proteolysis	GO:0006508
1768973	3737	molecular_function	GTP binding	GO:0005525
1768983	3182	molecular_function	isoleucine-tRNA ligase activity	GO:0004822
1769020	257	cellular_component	mitochondrial chromosome	GO:0000262
1769020	16	biological_process	mitochondrial genome maintenance	GO:0000002
1769101	10082	molecular_function	ATPase activity	GO:0016887
1769101	3736	molecular_function	ATP binding	GO:0005524
1769101	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1769101	162	molecular_function	nucleotide binding	GO:0000166
1769101	18135	molecular_function	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
1769101	9321	cellular_component	integral to membrane	GO:0016021
1769101	4927	biological_process	transport	GO:0006810
1769102	13828	molecular_function	mismatched DNA binding	GO:0030983
1769102	4457	biological_process	mismatch repair	GO:0006298
1769102	3736	molecular_function	ATP binding	GO:0005524
1769226	2540	molecular_function	chitin synthase activity	GO:0004100
1769464	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1769464	3736	molecular_function	ATP binding	GO:0005524
1769464	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1769558	5939	molecular_function	zinc ion binding	GO:0008270
1769651	12251	molecular_function	heme binding	GO:0020037
1769651	4283	biological_process	electron transport	GO:0006118
1769651	3721	molecular_function	iron ion binding	GO:0005506
1769651	2888	molecular_function	monooxygenase activity	GO:0004497
1769766	2175	molecular_function	nucleic acid binding	GO:0003676
1769891	9710	molecular_function	oxidoreductase activity	GO:0016491
1769928	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1769928	3736	molecular_function	ATP binding	GO:0005524
1769928	3043	molecular_function	protein kinase activity	GO:0004672
1769929	5939	molecular_function	zinc ion binding	GO:0008270
1769929	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1769929	3838	cellular_component	nucleus	GO:0005634
1769929	2196	molecular_function	transcription factor activity	GO:0003700
1769929	2175	molecular_function	nucleic acid binding	GO:0003676
1770084	9730	molecular_function	endothelin-converting enzyme 1 activity	GO:0016512
1770084	5909	molecular_function	metallopeptidase activity	GO:0008237
1770084	4639	biological_process	proteolysis	GO:0006508
1770408	4556	biological_process	translation	GO:0006412
1770408	4025	cellular_component	ribosome	GO:0005840
1770408	3827	cellular_component	intracellular	GO:0005622
1770408	2227	molecular_function	structural constituent of ribosome	GO:0003735
1770510	5906	molecular_function	cysteine-type peptidase activity	GO:0008234
1770510	4639	biological_process	proteolysis	GO:0006508
1770607	12251	molecular_function	heme binding	GO:0020037
1770607	4283	biological_process	electron transport	GO:0006118
1770607	3721	molecular_function	iron ion binding	GO:0005506
1770607	2888	molecular_function	monooxygenase activity	GO:0004497
1770614	5849	molecular_function	O-methyltransferase activity	GO:0008171
1770662	5939	molecular_function	zinc ion binding	GO:0008270
1770790	9710	molecular_function	oxidoreductase activity	GO:0016491
1770790	3722	molecular_function	copper ion binding	GO:0005507
1771166	9985	molecular_function	hydrolase activity	GO:0016787
1771219	2807	molecular_function	homoaconitate hydratase activity	GO:0004409
1771219	5830	biological_process	metabolic process	GO:0008152
1771236	3148	molecular_function	thiamin diphosphokinase activity	GO:0004788
1771236	4907	biological_process	sulfur metabolic process	GO:0006790
1771236	4890	biological_process	thiamin metabolic process	GO:0006772
1771236	6834	biological_process	thiamin diphosphate biosynthetic process	GO:0009229
1771236	3736	molecular_function	ATP binding	GO:0005524
1771276	9710	molecular_function	oxidoreductase activity	GO:0016491
1771276	4283	biological_process	electron transport	GO:0006118
1771352	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1771352	5939	molecular_function	zinc ion binding	GO:0008270
1771352	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1771352	3838	cellular_component	nucleus	GO:0005634
1771352	2196	molecular_function	transcription factor activity	GO:0003700
1771354	3727	molecular_function	protein binding	GO:0005515
1771415	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
1771415	3737	molecular_function	GTP binding	GO:0005525
1771415	3827	cellular_component	intracellular	GO:0005622
1771415	8400	biological_process	protein transport	GO:0015031
1771448	5830	biological_process	metabolic process	GO:0008152
1771448	2290	molecular_function	catalytic activity	GO:0003824
1771628	5939	molecular_function	zinc ion binding	GO:0008270
1772350	10190	cellular_component	myosin phosphatase complex	GO:0017023
1772350	10187	molecular_function	myosin phosphatase regulator activity	GO:0017020
1772350	10186	molecular_function	myosin phosphatase activity	GO:0017018
1772350	6240	molecular_function	calcium-dependent protein serine/threonine phosphatase regulator activity	GO:0008597
1772350	6080	molecular_function	CTD phosphatase activity	GO:0008420
1772350	4132	cellular_component	magnesium-dependent protein serine/threonine phosphatase complex	GO:0005963
1772350	3090	molecular_function	magnesium-dependent protein serine/threonine phosphatase activity	GO:0004724
1772350	3089	molecular_function	calcium-dependent protein serine/threonine phosphatase activity	GO:0004723
1772350	3087	molecular_function	phosphoprotein phosphatase activity	GO:0004721
1772350	9985	molecular_function	hydrolase activity	GO:0016787
1772409	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1772409	3736	molecular_function	ATP binding	GO:0005524
1772409	3043	molecular_function	protein kinase activity	GO:0004672
1772409	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1772418	2914	molecular_function	ribonuclease H activity	GO:0004523
1772423	2977	molecular_function	glutathione peroxidase activity	GO:0004602
1772423	5077	biological_process	response to oxidative stress	GO:0006979
1772441	9321	cellular_component	integral to membrane	GO:0016021
1772441	4940	biological_process	copper ion transport	GO:0006825
1772441	3664	molecular_function	copper ion transmembrane transporter activity	GO:0005375
1772445	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1772445	3736	molecular_function	ATP binding	GO:0005524
1772445	3043	molecular_function	protein kinase activity	GO:0004672
1772445	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
1772446	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1772446	3736	molecular_function	ATP binding	GO:0005524
1772446	3043	molecular_function	protein kinase activity	GO:0004672
1772454	6139	molecular_function	sulfite oxidase activity	GO:0008482
1772454	4283	biological_process	electron transport	GO:0006118
1772454	13044	molecular_function	molybdenum ion binding	GO:0030151
1772454	9710	molecular_function	oxidoreductase activity	GO:0016491
1773175	2914	molecular_function	ribonuclease H activity	GO:0004523
1773341	5939	molecular_function	zinc ion binding	GO:0008270
1773349	4440	biological_process	DNA repair	GO:0006281
1773349	2909	molecular_function	nuclease activity	GO:0004518
1773414	9320	cellular_component	membrane	GO:0016020
1773414	4618	biological_process	protein amino acid glycosylation	GO:0006486
1773414	2783	molecular_function	glycolipid 2-alpha-mannosyltransferase activity	GO:0004377
1773420	22806	biological_process	replication fork protection	GO:0048478
1773420	5143	biological_process	cell cycle	GO:0007049
1773420	5073	biological_process	response to DNA damage stimulus	GO:0006974
1773420	3838	cellular_component	nucleus	GO:0005634
1773538	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1773538	3736	molecular_function	ATP binding	GO:0005524
1773538	3043	molecular_function	protein kinase activity	GO:0004672
1773538	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1773555	12251	molecular_function	heme binding	GO:0020037
1773555	4283	biological_process	electron transport	GO:0006118
1773555	3721	molecular_function	iron ion binding	GO:0005506
1773555	2888	molecular_function	monooxygenase activity	GO:0004497
1773557	10082	molecular_function	ATPase activity	GO:0016887
1773557	3736	molecular_function	ATP binding	GO:0005524
1773557	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1773557	162	molecular_function	nucleotide binding	GO:0000166
1773564	2879	molecular_function	methylenetetrahydrofolate dehydrogenase (NADP+) activity	GO:0004488
1773564	2869	molecular_function	methenyltetrahydrofolate cyclohydrolase activity	GO:0004477
1773564	2736	molecular_function	formate-tetrahydrofolate ligase activity	GO:0004329
1773564	6988	biological_process	folic acid and derivative biosynthetic process	GO:0009396
1773564	3736	molecular_function	ATP binding	GO:0005524
1773638	5721	biological_process	tRNA processing	GO:0008033
1773638	3169	molecular_function	tRNA (guanine-N2-)-methyltransferase activity	GO:0004809
1773638	2216	molecular_function	RNA binding	GO:0003723
1773893	2826	molecular_function	1-phosphatidylinositol 4-kinase activity	GO:0004430
1773904	2483	molecular_function	amidase activity	GO:0004040
1773904	10079	molecular_function	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	GO:0016884
1773926	2801	molecular_function	histidinol-phosphatase activity	GO:0004401
1773974	3736	molecular_function	ATP binding	GO:0005524
1773974	2792	molecular_function	helicase activity	GO:0004386
1773974	2175	molecular_function	nucleic acid binding	GO:0003676
1774376	5939	molecular_function	zinc ion binding	GO:0008270
1774376	3827	cellular_component	intracellular	GO:0005622
1774376	2175	molecular_function	nucleic acid binding	GO:0003676
1774446	10330	molecular_function	phosphatidylinositol N-acetylglucosaminyltransferase activity	GO:0017176
1774446	3054	molecular_function	elongation factor-2 kinase activity	GO:0004686
1774446	2573	molecular_function	amylo-alpha-1,6-glucosidase activity	GO:0004135
1774446	2572	molecular_function	4-alpha-glucanotransferase activity	GO:0004134
1774484	3824	cellular_component	cell wall	GO:0005618
1774484	3531	molecular_function	structural constituent of cell wall	GO:0005199
1774493	5849	molecular_function	O-methyltransferase activity	GO:0008171
1774561	3727	molecular_function	protein binding	GO:0005515
1774572	4598	biological_process	protein modification process	GO:0006464
1774617	5939	molecular_function	zinc ion binding	GO:0008270
1774617	3827	cellular_component	intracellular	GO:0005622
1774617	2175	molecular_function	nucleic acid binding	GO:0003676
1774725	21401	molecular_function	protein dimerization activity	GO:0046983
1774725	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1774725	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1774725	3838	cellular_component	nucleus	GO:0005634
1774725	2196	molecular_function	transcription factor activity	GO:0003700
1774757	3129	molecular_function	stearoyl-CoA 9-desaturase activity	GO:0004768
1774757	5939	molecular_function	zinc ion binding	GO:0008270
1774757	3727	molecular_function	protein binding	GO:0005515
1774757	3708	molecular_function	binding	GO:0005488
