"ProteinID"	"GOTerm"
1764595	"GO:0005488"
1764596	"GO:0008152,GO:0003824"
1764686	"GO:0005525,GO:0003924"
1764723	"GO:0030599,GO:0042545,GO:0005618"
1764728	"GO:0030983,GO:0006298,GO:0005524"
1765030	"GO:0008026,GO:0005524,GO:0003676"
1765166	"GO:0016021,GO:0006950"
1765218	"GO:0031119,GO:0016439,GO:0003723,GO:0004730,GO:0001522"
1765328	"GO:0008605,GO:0005956"
1765415	"GO:0004192,GO:0006508,GO:0004194,GO:0004190"
1765502	"GO:0050381,GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1765581	"GO:0004821,GO:0006412,GO:0005524,GO:0004812,GO:0006418,GO:0005737,GO:0000166"
1765695	"GO:0042027,GO:0030051,GO:0004600,GO:0003755,GO:0006457"
1765722	"GO:0008236,GO:0006508"
1765733	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1765736	"GO:0006886,GO:0005622"
1765793	"GO:0008236,GO:0006508"
1766170	"GO:0006725,GO:0006118,GO:0004497"
1766249	"GO:0008270,GO:0005622,GO:0003676"
1766289	"GO:0004558,GO:0005975,GO:0004553,GO:0030246,GO:0003824"
1766293	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1766391	"GO:0003949,GO:0000105,GO:0008152,GO:0003824"
1766421	"GO:0008270,GO:0006350,GO:0005634,GO:0003677"
1766494	"GO:0008170,GO:0006644"
1766599	"GO:0016020,GO:0008643,GO:0005351,GO:0016021,GO:0006810,GO:0005215"
1766637	"GO:0016491,GO:0006118,GO:0010181"
1766644	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1766654	"GO:0004187,GO:0006508,GO:0004185"
1766711	"GO:0030036,GO:0003779"
1766725	"GO:0016020,GO:0008643,GO:0005351,GO:0016021,GO:0006810,GO:0005215"
1766736	"GO:0050066"
1766791	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1766793	"GO:0003938,GO:0003824,GO:0006177"
1766824	"GO:0043565,GO:0006355,GO:0005634,GO:0003700"
1766825	"GO:0051082,GO:0016272,GO:0006457"
1766846	"GO:0016846,GO:0008152"
1766873	"GO:0045449,GO:0030528,GO:0005634"
1766903	"GO:0016564,GO:0006808"
1766935	"GO:0045449,GO:0030528,GO:0005634"
1766955	"GO:0032040,GO:0006364"
1766958	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1767050	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1767091	"GO:0005524,GO:0003677,GO:0004386,GO:0003676,GO:0008270,GO:0005515"
1767115	"GO:0030117,GO:0016192,GO:0008565,GO:0006886,GO:0006461,GO:0005515,GO:0005198"
1767159	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1767173	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1767217	"GO:0009058"
1767265	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1767270	"GO:0043565,GO:0006355,GO:0005634,GO:0003700"
1767352	"GO:0019722"
1767358	"GO:0004830,GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006436"
1767361	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1767383	"GO:0005525,GO:0003924"
1767389	"GO:0047639,GO:0050660,GO:0016614,GO:0006066"
1767456	"GO:0006468,GO:0005524,GO:0004672"
1767461	"GO:0046936,GO:0004000,GO:0019239,GO:0009168"
1767465	"GO:0016887,GO:0005524"
1767503	"GO:0005515"
1767529	"GO:0003676"
1767531	"GO:0003918,GO:0006468,GO:0005524,GO:0004672"
1767598	"GO:0004084,GO:0008152,GO:0003824,GO:0009081"
1767609	"GO:0019001,GO:0007186,GO:0004871,GO:0007165"
1767661	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1767671	"GO:0016020,GO:0006810,GO:0005215"
1767673	"GO:0016491,GO:0008152"
1767702	"GO:0008234,GO:0006508"
1767784	"GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721,GO:0016787,GO:0008270,GO:0005622,GO:0003676"
1767798	"GO:0016787"
1767994	"GO:0005488"
1768211	"GO:0006512,GO:0006464,GO:0005622,GO:0004842"
1768286	"GO:0043809,GO:0046872"
1768357	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1768362	"GO:0017176,GO:0004686,GO:0004135,GO:0004134"
1768363	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1768366	"GO:0008270,GO:0005515"
1768396	"GO:0004018,GO:0003824"
1768892	"GO:0008234,GO:0006508"
1768973	"GO:0005525"
1768983	"GO:0004822"
1769020	"GO:0000262,GO:0000002"
1769101	"GO:0016887,GO:0005524,GO:0017111,GO:0000166,GO:0042626,GO:0016021,GO:0006810"
1769102	"GO:0030983,GO:0006298,GO:0005524"
1769226	"GO:0004100"
1769464	"GO:0006468,GO:0005524,GO:0004674"
1769558	"GO:0008270"
1769651	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1769766	"GO:0003676"
1769891	"GO:0016491"
1769928	"GO:0006468,GO:0005524,GO:0004672"
1769929	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0003676"
1770084	"GO:0016512,GO:0008237,GO:0006508"
1770408	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
1770510	"GO:0008234,GO:0006508"
1770607	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1770614	"GO:0008171"
1770662	"GO:0008270"
1770790	"GO:0016491,GO:0005507"
1771166	"GO:0016787"
1771219	"GO:0004409,GO:0008152"
1771236	"GO:0004788,GO:0006790,GO:0006772,GO:0009229,GO:0005524"
1771276	"GO:0016491,GO:0006118"
1771352	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1771354	"GO:0005515"
1771415	"GO:0007264,GO:0005525,GO:0005622,GO:0015031"
1771448	"GO:0008152,GO:0003824"
1771628	"GO:0008270"
1772350	"GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721,GO:0016787"
1772409	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1772418	"GO:0004523"
1772423	"GO:0004602,GO:0006979"
1772441	"GO:0016021,GO:0006825,GO:0005375"
1772445	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1772446	"GO:0006468,GO:0005524,GO:0004672"
1772454	"GO:0008482,GO:0006118,GO:0030151,GO:0016491"
1773175	"GO:0004523"
1773341	"GO:0008270"
1773349	"GO:0006281,GO:0004518"
1773414	"GO:0016020,GO:0006486,GO:0004377"
1773420	"GO:0048478,GO:0007049,GO:0006974,GO:0005634"
1773538	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1773555	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1773557	"GO:0016887,GO:0005524,GO:0017111,GO:0000166"
1773564	"GO:0004488,GO:0004477,GO:0004329,GO:0009396,GO:0005524"
1773638	"GO:0008033,GO:0004809,GO:0003723"
1773893	"GO:0004430"
1773904	"GO:0004040,GO:0016884"
1773926	"GO:0004401"
1773974	"GO:0005524,GO:0004386,GO:0003676"
1774376	"GO:0008270,GO:0005622,GO:0003676"
1774446	"GO:0017176,GO:0004686,GO:0004135,GO:0004134"
1774484	"GO:0005618,GO:0005199"
1774493	"GO:0008171"
1774561	"GO:0005515"
1774572	"GO:0006464"
1774617	"GO:0008270,GO:0005622,GO:0003676"
1774725	"GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700"
1774757	"GO:0004768,GO:0008270,GO:0005515,GO:0005488"
1774799	"GO:0006468,GO:0005524,GO:0004672"
1774836	"GO:0016021,GO:0006950"
1775164	"GO:0008270,GO:0005622,GO:0003676"
1775387	"GO:0006468,GO:0005524,GO:0004672"
1775433	"GO:0008270,GO:0005515"
1775469	"GO:0008234,GO:0006508"
1775677	"GO:0003676"
1775831	"GO:0005634"
1775868	"GO:0051287,GO:0016616,GO:0008152,GO:0048037"
1776523	"GO:0016491,GO:0008152"
1776725	"GO:0016627,GO:0006118,GO:0008152"
1776734	"GO:0004165,GO:0008152,GO:0003824"
1776773	"GO:0008270,GO:0005515"
1776817	"GO:0004040,GO:0016884"
1776835	"GO:0004731,GO:0009116,GO:0003824,GO:0006139"
1776882	"GO:0004040,GO:0016884"
1777124	"GO:0006914,GO:0005737"
1777154	"GO:0008234,GO:0006508"
1777213	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
1777277	"GO:0005515"
1777294	"GO:0008270"
1777323	"GO:0004556"
1777386	"GO:0016829,GO:0000287"
1777456	"GO:0016020,GO:0015931,GO:0015205"
1777461	"GO:0016829,GO:0000287"
1777470	"GO:0006468,GO:0005524,GO:0004672"
1777528	"GO:0008152,GO:0003824,GO:0016788,GO:0009058"
1778022	"GO:0006281,GO:0004518"
1778062	"GO:0016021,GO:0006118"
1778227	"GO:0004682"
1778228	"GO:0016192"
1778390	"GO:0003993"
1778418	"GO:0030983,GO:0006298,GO:0005524"
1778444	"GO:0005525"
1778558	"GO:0030693,GO:0006508"
1778599	"GO:0030693,GO:0006508"
1778704	"GO:0050660,GO:0016614,GO:0006066"
1779038	"GO:0045482"
1779452	"GO:0004299,GO:0004298,GO:0006511,GO:0005839,GO:0004175"
1779488	"GO:0007264,GO:0005525,GO:0005622,GO:0015031"
1779578	"GO:0008454"
1779588	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1779602	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1779782	"GO:0003676,GO:0004519"
1779823	"GO:0003677"
1780156	"GO:0046873,GO:0030001,GO:0016020"
1780255	"GO:0016788,GO:0006629"
1780258	"GO:0016021,GO:0015746,GO:0015137"
1780259	"GO:0016020,GO:0008643,GO:0005351,GO:0016021,GO:0006810,GO:0005215"
1780264	"GO:0005525"
1780265	"GO:0046557,GO:0005975,GO:0004553"
1780306	"GO:0003676"
1780356	"GO:0006468,GO:0005524,GO:0004672"
1780645	"GO:0006468,GO:0005524,GO:0004672"
1781014	"GO:0008270,GO:0005622,GO:0003676"
1781049	"GO:0006468,GO:0005524,GO:0004672"
1781210	"GO:0004682,GO:0006468,GO:0005524,GO:0004672"
1781218	"GO:0008270,GO:0005622,GO:0003676"
1781262	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1781290	"GO:0003677"
1781402	"GO:0006508,GO:0004185"
1781453	"GO:0003676"
1781463	"GO:0006508,GO:0004185"
1781488	"GO:0004652,GO:0016779"
1781494	"GO:0006364,GO:0005634,GO:0003723"
1781571	"GO:0004682,GO:0006468,GO:0005524,GO:0004672"
1781644	"GO:0008270"
1781804	"GO:0003993"
1782043	"GO:0016021,GO:0006810,GO:0005215"
1782096	"GO:0005759"
1782112	"GO:0004338,GO:0005975,GO:0004553"
1782119	"GO:0008270,GO:0005515"
1782179	"GO:0016308,GO:0046488,GO:0016307"
1782189	"GO:0008270,GO:0005622,GO:0003676"
1782193	"GO:0005488"
1782499	"GO:0015031"
1782502	"GO:0004743,GO:0030955,GO:0006096,GO:0000287,GO:0045449,GO:0005634,GO:0003700,GO:0005515,GO:0006355,GO:0003677,GO:0003824"
1782506	"GO:0005509"
1782517	"GO:0046961,GO:0046933,GO:0016469,GO:0016020,GO:0015986"
1782552	"GO:0016151,GO:0006807"
1782578	"GO:0004196,GO:0006508,GO:0004194,GO:0004190"
1782605	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1782606	"GO:0016020,GO:0015171,GO:0006865,GO:0016021"
1782634	"GO:0050660,GO:0016614,GO:0006066"
1782897	"GO:0006281,GO:0004518"
1783035	"GO:0008559"
1783110	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1783223	"GO:0004682"
1783247	"GO:0004100"
1783307	"GO:0006259,GO:0005694,GO:0005524"
1783335	"GO:0016491,GO:0006118,GO:0010181"
1783340	"GO:0004816,GO:0003676"
1783344	"GO:0007067"
1783394	"GO:0006367,GO:0006355,GO:0005669,GO:0005634,GO:0003702,GO:0003677"
1783544	"GO:0016192"
1783572	"GO:0016020,GO:0015171,GO:0006865,GO:0016021"
1783607	"GO:0008233,GO:0006508"
1783644	"GO:0005524,GO:0003677,GO:0004386,GO:0003676,GO:0008026"
1783663	"GO:0004100"
1783682	"GO:0008270"
1783688	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1783697	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1784337	"GO:0008270"
1784439	"GO:0016810"
1784479	"GO:0003676"
1784505	"GO:0016021,GO:0006950"
1784771	"GO:0009343,GO:0004075,GO:0003989,GO:0008152,GO:0005524,GO:0003824,GO:0016874,GO:0009374"
1784810	"GO:0042626,GO:0016021,GO:0006810,GO:0005524"
1784822	"GO:0004556"
1784898	"GO:0004648,GO:0008152,GO:0016020,GO:0003824"
1785001	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1785083	"GO:0005524"
1785225	"GO:0004040,GO:0016884"
1785666	"GO:0005524,GO:0003677,GO:0004386,GO:0003676"
1785695	"GO:0016791,GO:0008152"
1786025	"GO:0006909,GO:0005856,GO:0005488"
1786053	"GO:0004092,GO:0008415"
1786105	"GO:0031072"
1786125	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1786182	"GO:0004408,GO:0005739"
1786242	"GO:0033919"
1786254	"GO:0005525"
1786286	"GO:0016021,GO:0016020,GO:0008158"
1786332	"GO:0034062,GO:0003902,GO:0003901,GO:0003900,GO:0003899"
1786366	"GO:0016810,GO:0005975,GO:0003824"
1786444	"GO:0005622,GO:0003779"
1786448	"GO:0017111,GO:0000166,GO:0005524"
1786468	"GO:0004682,GO:0006468,GO:0005524,GO:0004672"
1786612	"GO:0016829,GO:0000287"
1786669	"GO:0005634"
1786674	"GO:0008234,GO:0006508"
1786712	"GO:0051287,GO:0016616,GO:0008152,GO:0048037"
1786768	"GO:0046873,GO:0030001,GO:0016020"
1786843	"GO:0008152,GO:0003824"
1787027	"GO:0016020,GO:0003824"
1787195	"GO:0006468,GO:0005524,GO:0004672"
1787234	"GO:0042781,GO:0016787"
1787239	"GO:0004490,GO:0008152,GO:0003824"
1787253	"GO:0035023,GO:0005622,GO:0005089"
1787294	"GO:0008967,GO:0008152"
1787303	"GO:0008234,GO:0006508"
1787597	"GO:0010181"
1787601	"GO:0004364"
1787668	"GO:0032312,GO:0008270,GO:0008060"
1787677	"GO:0004356,GO:0006807"
1787679	"GO:0016791,GO:0016311,GO:0004725,GO:0008138,GO:0006470"
1787698	"GO:0035023,GO:0005622,GO:0005089"
1787732	"GO:0003676"
1787741	"GO:0005388,GO:0016820,GO:0016020,GO:0005524"
1787745	"GO:0042626,GO:0016021,GO:0006810,GO:0005524"
1788146	"GO:0050152,GO:0016810,GO:0006807"
1788502	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
1788661	"GO:0008270,GO:0003676"
1788781	"GO:0006396,GO:0003723,GO:0000175"
1788796	"GO:0006396,GO:0003723,GO:0000175"
1788801	"GO:0008270,GO:0005622,GO:0003676"
1788827	"GO:0008270,GO:0005515"
1789156	"GO:0004299,GO:0004298,GO:0006511,GO:0005839"
1789169	"GO:0016829,GO:0000287"
1789182	"GO:0016491,GO:0008152"
1789194	"GO:0003676"
1789210	"GO:0004682"
1789829	"GO:0016887,GO:0005524"
1789874	"GO:0005524,GO:0004386,GO:0003676"
1789885	"GO:0005488"
1789981	"GO:0008026,GO:0005524,GO:0003676,GO:0004386"
1790008	"GO:0016491,GO:0006118,GO:0010181"
1790131	"GO:0003676"
1790155	"GO:0008270,GO:0005622,GO:0003676"
1790485	"GO:0008152,GO:0003824"
1790796	"GO:0008270"
1790858	"GO:0015450,GO:0006886,GO:0005741"
1790871	"GO:0016151,GO:0006807"
1790872	"GO:0005634"
1790913	"GO:0003676"
1790927	"GO:0008137,GO:0003954,GO:0051536,GO:0009055,GO:0006118,GO:0016651"
1791043	"GO:0003676"
1791084	"GO:0005524"
1791129	"GO:0003676"
1791136	"GO:0003824,GO:0016830,GO:0006725"
1791244	"GO:0042027,GO:0030051,GO:0004600,GO:0003755,GO:0006457"
1791306	"GO:0017111,GO:0000166,GO:0016887,GO:0005524"
1791337	"GO:0017111,GO:0000166,GO:0016887,GO:0005524"
1791343	"GO:0005975,GO:0004553"
1791376	"GO:0033814,GO:0008152,GO:0003824,GO:0006306,GO:0003677"
1791410	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1791469	"GO:0050660,GO:0016614,GO:0006066"
1791523	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1791560	"GO:0050662,GO:0044237,GO:0003824"
1791561	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1791936	"GO:0006468,GO:0005524,GO:0004672"
1792491	"GO:0005525"
1792541	"GO:0004602,GO:0006979"
1792586	"GO:0046547,GO:0008168,GO:0008152"
1792724	"GO:0008270"
1792991	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1793032	"GO:0005524,GO:0004386,GO:0003676,GO:0003677"
1793052	"GO:0030529,GO:0016071"
1793071	"GO:0004612,GO:0017076,GO:0006094,GO:0004611,GO:0005524"
1793079	"GO:0005515"
1793101	"GO:0008270"
1793120	"GO:0035023,GO:0005622,GO:0005089"
1793164	"GO:0033832,GO:0033164,GO:0009058"
1793422	"GO:0006461,GO:0005739"
1793541	"GO:0008234,GO:0006508"
1793766	"GO:0006725,GO:0006118,GO:0004497"
1793768	"GO:0004258,GO:0004186,GO:0006508,GO:0004185"
1793818	"GO:0005525"
1794067	"GO:0005524,GO:0004386,GO:0003676"
1794220	"GO:0005524,GO:0003677"
1794234	"GO:0050341,GO:0005524,GO:0004386,GO:0003676"
1794242	"GO:0006468,GO:0005524,GO:0004672"
1794248	"GO:0030833,GO:0005856"
1794268	"GO:0006468,GO:0005524,GO:0004713,GO:0004672"
1794282	"GO:0006468,GO:0005524,GO:0004713,GO:0004672"
1794391	"GO:0006468,GO:0005524,GO:0004672,GO:0005525,GO:0003924,GO:0004674,GO:0006414,GO:0005737,GO:0003746"
1794688	"GO:0003676"
1794827	"GO:0016020,GO:0006810,GO:0005215"
1794919	"GO:0016151,GO:0005524"
1794920	"GO:0008270"
1794974	"GO:0008152,GO:0003824"
1795047	"GO:0006281,GO:0004518"
1795127	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1795186	"GO:0004454"
1795231	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
1795246	"GO:0006468,GO:0005524,GO:0004672"
1795275	"GO:0020037,GO:0006979,GO:0006118,GO:0004601"
1795343	"GO:0008270,GO:0003676"
1795513	"GO:0019135,GO:0005488"
1795570	"GO:0004682,GO:0006468,GO:0005524,GO:0004674,GO:0004713,GO:0004672"
1795579	"GO:0017086,GO:0003863"
1795694	"GO:0004556"
1795728	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1795757	"GO:0005524,GO:0003677"
1795795	"GO:0016020,GO:0006810,GO:0016021,GO:0006865,GO:0015171"
1795796	"GO:0005524,GO:0004386,GO:0003676,GO:0003677"
1796056	"GO:0003963,GO:0004437"
1796158	"GO:0003993"
1796362	"GO:0005524,GO:0004386,GO:0003676"
1796363	"GO:0046557,GO:0005975,GO:0004553"
1796459	"GO:0044267,GO:0005524,GO:0005515,GO:0051082,GO:0006457"
1796491	"GO:0005515"
1796521	"GO:0004084,GO:0009081,GO:0008152,GO:0003824"
1796532	"GO:0006468,GO:0004674,GO:0005524,GO:0004672"
1796567	"GO:0047964,GO:0048037,GO:0016616,GO:0051287,GO:0008152"
1796661	"GO:0008270,GO:0005622,GO:0003676"
1796755	"GO:0050152,GO:0016810,GO:0006807"
1796762	"GO:0004673,GO:0006355,GO:0000160,GO:0000156"
1796768	"GO:0008234,GO:0006508"
1796771	"GO:0006468,GO:0005524,GO:0004672"
1796774	"GO:0005388"
1796790	"GO:0003677"
1796821	"GO:0006468,GO:0005524,GO:0004713,GO:0004672"
1796825	"GO:0006468,GO:0005524,GO:0004713,GO:0004672"
1796845	"GO:0004187,GO:0006508,GO:0004185"
1796939	"GO:0003677"
1797140	"GO:0008270"
1797149	"GO:0047293,GO:0016021,GO:0009058,GO:0004659"
1797276	"GO:0003676"
1797504	"GO:0008270"
1797543	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1797593	"GO:0003676"
1797627	"GO:0016020,GO:0008158,GO:0016021"
1797841	"GO:0006468,GO:0005524,GO:0004674"
1797967	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1798036	"GO:0005515"
1798110	"GO:0005525,GO:0003924"
1798220	"GO:0007165,GO:0004871,GO:0019001,GO:0007186"
1798222	"GO:0046873,GO:0030001,GO:0016020"
1798273	"GO:0005524,GO:0004386,GO:0003676"
1798280	"GO:0008026,GO:0005524,GO:0003676"
1798305	"GO:0006468,GO:0005524,GO:0004674"
1798442	"GO:0008843,GO:0004568,GO:0006032,GO:0005975,GO:0004553"
1798458	"GO:0005525"
1798465	"GO:0004372,GO:0006563,GO:0006544"
1798469	"GO:0005525"
1798497	"GO:0008270,GO:0005622,GO:0003676,GO:0005515"
1798503	"GO:0016787"
1798505	"GO:0016020,GO:0006810,GO:0005215"
1798562	"GO:0004100"
1798589	"GO:0004455,GO:0016491,GO:0009082"
1798611	"GO:0030127,GO:0006888,GO:0006886,GO:0005515,GO:0008270"
1798767	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1798792	"GO:0016829,GO:0000287"
1799063	"GO:0005524,GO:0003677"
1799101	"GO:0050341,GO:0005524,GO:0004386,GO:0003676"
1799148	"GO:0004622"
1799168	"GO:0006355,GO:0003677"
1799173	"GO:0016021,GO:0006865,GO:0016020,GO:0015171"
1799345	"GO:0006725,GO:0006118,GO:0004497"
1799351	"GO:0004523"
1799368	"GO:0018784,GO:0008967,GO:0008152,GO:0019120"
1799418	"GO:0008234,GO:0006508"
1799437	"GO:0006468,GO:0005524,GO:0004713,GO:0004672"
1799442	"GO:0008270"
1799609	"GO:0008892,GO:0016810,GO:0016787"
1799679	"GO:0006810,GO:0005643"
1799697	"GO:0007186,GO:0005834,GO:0004871"
1799703	"GO:0005515"
1799717	"GO:0005515"
1799812	"GO:0008270"
1799901	"GO:0016020,GO:0006810,GO:0005215"
1799958	"GO:0005525"
1800155	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1800156	"GO:0047639,GO:0050660,GO:0016614,GO:0006066"
1800168	"GO:0007165,GO:0005622"
1800175	"GO:0005488"
1800236	"GO:0047953"
1800349	"GO:0000250"
1800364	"GO:0006468,GO:0005524,GO:0004674,GO:0004672"
1800666	"GO:0004377,GO:0009058"
1800677	"GO:0016020,GO:0006810,GO:0005215"
1800695	"GO:0008270,GO:0006350,GO:0005634,GO:0003677,GO:0006355,GO:0003700"
1800849	"GO:0008026,GO:0005524,GO:0003676"
1801119	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
1801121	"GO:0047657,GO:0043169,GO:0005975,GO:0003824,GO:0009058"
1801122	"GO:0047639,GO:0050660,GO:0016614,GO:0006066"
1801247	"GO:0008270,GO:0006350,GO:0005634,GO:0003677"
1801265	"GO:0018658,GO:0006725,GO:0006118,GO:0004497"
1801273	"GO:0016787"
1802413	"GO:0006468,GO:0005524,GO:0004713,GO:0004672"
1802549	"GO:0006281,GO:0004518"
1802656	"GO:0003849,GO:0009073"
1803007	"GO:0016231,GO:0004563,GO:0005975,GO:0004553"
1803034	"GO:0006413,GO:0003743,GO:0003676"
1803136	"GO:0003993"
1803311	"GO:0008270,GO:0005622,GO:0003676"
1803473	"GO:0016820,GO:0016020,GO:0005524,GO:0046872,GO:0030001,GO:0015662,GO:0006810"
1803538	"GO:0016746,GO:0016021,GO:0006506,GO:0005789"
1803662	"GO:0008859"
1803696	"GO:0016021,GO:0004659"
1803768	"GO:0004526"
1803862	"GO:0006222,GO:0004152,GO:0006207"
1803882	"GO:0005506,GO:0051536,GO:0016226"
1804068	"GO:0046961,GO:0042626,GO:0016469,GO:0016021,GO:0015991,GO:0005524"
1804102	"GO:0006468,GO:0005524,GO:0004674"
1804235	"GO:0030693,GO:0006508"
1804242	"GO:0030693,GO:0006508"
1804337	"GO:0006468,GO:0005524,GO:0004672"
1804386	"GO:0003677"
1804528	"GO:0003677"
1804578	"GO:0005388"
1804752	"GO:0003677"
1804760	"GO:0005524,GO:0004386,GO:0003676"
1804946	"GO:0046899,GO:0004017,GO:0019201,GO:0016776,GO:0006139,GO:0005524,GO:0019205"
1805148	"GO:0016021,GO:0006865,GO:0016020,GO:0015171"
1805261	"GO:0008270"
1805270	"GO:0016791,GO:0016311,GO:0004725,GO:0008138,GO:0006470"
1805359	"GO:0003677"
1805449	"GO:0006468,GO:0005524,GO:0004674"
1805545	"GO:0047639,GO:0016614"
1805551	"GO:0030117,GO:0016192,GO:0008565,GO:0006886,GO:0006461,GO:0005515,GO:0005198"
1805813	"GO:0003677"
1805858	"GO:0044237"
1806060	"GO:0016491"
1806099	"GO:0005488"
1806104	"GO:0005488"
1806112	"GO:0003676"
1806341	"GO:0005524,GO:0004386,GO:0003676,GO:0003677"
1806373	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1806512	"GO:0004196"
1806922	"GO:0035023,GO:0005622,GO:0005089"
1807519	"GO:0008423,GO:0006508,GO:0004197"
1807576	"GO:0003676"
1807590	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0006812,GO:0016887,GO:0016021,GO:0016820"
1807607	"GO:0032313,GO:0005622,GO:0005097"
1807658	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
1807773	"GO:0008270,GO:0005515"
1807788	"GO:0004605,GO:0016020,GO:0008654"
1808269	"GO:0004824,GO:0006430,GO:0006412,GO:0005737,GO:0005524,GO:0000166,GO:0006418,GO:0004812,GO:0003676"
1808281	"GO:0005525"
1808347	"GO:0004567,GO:0005975,GO:0004553"
1808365	"GO:0016021,GO:0009003,GO:0006465,GO:0005787"
1808394	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1808466	"GO:0016020,GO:0015171,GO:0006865,GO:0016021"
1808487	"GO:0000210,GO:0016787"
1808815	"GO:0016491,GO:0006118"
1808825	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1808836	"GO:0008270"
1808884	"GO:0016020,GO:0015931,GO:0015205"
1809045	"GO:0003922,GO:0006177,GO:0006164,GO:0005524"
1809482	"GO:0004196,GO:0004192,GO:0006508,GO:0004194,GO:0004190"
1809502	"GO:0005488"
1809518	"GO:0008565,GO:0006886,GO:0005737,GO:0005643,GO:0005634,GO:0000059,GO:0005488"
1809532	"GO:0004402"
1809549	"GO:0016787"
1809597	"GO:0016630,GO:0016491,GO:0008152"
1809650	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1809703	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
1809757	"GO:0006413,GO:0005737,GO:0003743,GO:0003723"
1809901	"GO:0016021,GO:0015780,GO:0005338"
1810196	"GO:0006464"
1810247	"GO:0006468,GO:0005524,GO:0004672"
1810446	"GO:0004577"
1810582	"GO:0047547,GO:0019543,GO:0051537,GO:0019629"
1810691	"GO:0046872,GO:0016491,GO:0008152"
1810753	"GO:0004631,GO:0016310,GO:0016301,GO:0005524"
1810769	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
1810785	"GO:0003676"
1810796	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
1810817	"GO:0032313,GO:0005622,GO:0005097"
1810972	"GO:0003723,GO:0005488"
1811012	"GO:0008825,GO:0008610"
1811567	"GO:0016491"
1811606	"GO:0030745,GO:0005488"
